Economy,Law Name,Law Number / Ref,Last Amended,Indicator ID,Article / Section,Discovery Tag,Location Reference,Verbatim Snippet,Mapping Rationale,Source URL,Confidence,Notes
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 253(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 11 — Broadcasting, cable programmes and simulcasting / Copying sound recordings or recordings of performances for broadcasting","(1) If the conditions in subsection (2) are met, it is a permitted use for a person ( X ) to — ( a ) make a copy of — (i) a sound recording; or (ii) a recording of a protected performance; or ( b ) record a protected performance live.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=horizontal; evidence_character=core_operative; remedy_direction=grants_remedy; government_or_official_only=False
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 253(2),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 11 — Broadcasting, cable programmes and simulcasting / Copying sound recordings or recordings of performances for broadcasting","(2) The conditions are — ( a ) the copy or recording is made for the sole purpose of broadcasting the recording; ( b ) the copy or recording is used only — (i) for the purpose of broadcasting the copy or recording in circumstances that do not constitute a rights infringement in relation to the sound recording or protected performance; or (ii) to make further copies for that purpose; ( c ) if X is not the person broadcasting the recording — (i) X pays to the rights owner an amount agreed between them for the making of the copy or recording; or (ii) X undertakes in writing to pay the rights owner the amount that a Copyright Tribunal decides is equitable remuneration for the making of the copy or recording; and ( d ) within the prescribed time, every copy or recording made under this section is — (i) delivered to the National Archives with the consent of the Director of National Archives; or (ii) destroyed.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 254(2),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 11 — Broadcasting, cable programmes and simulcasting / Checking whether broadcast of sound recording or recording of performance is lawful",(2) The following acts are permitted uses if they are done for the purpose of checking whether the broadcast or intended broadcast complies with any written law administered by a statutory authority: ( a ) making a copy of the sound recording or recording of the protected performance for the authority; ( b ) supplying the sound recording or recording of the protected performance to the authority; ( c ) any use of the sound recording or recording of the protected performance by the authority or any of its authorised officers; ( d ) recording the protected performance live.,The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy; government_or_official_only=True
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 255(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 11 — Broadcasting, cable programmes and simulcasting / Making sound recordings or films of literary, dramatic or musical works for simulcasting","(1) If the conditions in subsection (2) are met, it is a permitted use for a person to make a copy of a literary, dramatic or musical work.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 257(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 11 — Broadcasting, cable programmes and simulcasting / Reception of broadcasts or cable programmes","(1) It is a permitted use of a literary, dramatic or musical work for a person to — ( a ) receive a broadcast or a cable programme; and ( b ) thereby cause the work to be seen or heard (or both) in public.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=uncertain; evidence_character=core_operative; remedy_direction=limits_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 257(2),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 11 — Broadcasting, cable programmes and simulcasting / Reception of broadcasts or cable programmes",(2) It is a permitted use of a sound recording or a recording of a protected performance for a person to — ( a ) receive a broadcast or a cable programme; and ( b ) thereby cause the recording to be heard in public.,The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 265(2),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 13 — Artistic works / Buildings and certain artistic works in public places,"(2) The following are permitted uses of the work: ( a ) making a painting, a drawing, an engraving or a photograph of the work; ( b ) publishing a painting, a drawing, an engraving or a photograph of the work, but only if — (i) the painting, drawing, engraving or photograph is made on or after 10 April 1987; or (ii) the painting, drawing, engraving or photograph was made before 10 April 1987 and the making would have been a permitted use under paragraph ( a ) if this Act had been in operation at the time of the making; ( c ) including the work in a film; ( d ) publishing a film that includes the work, but only if — (i) the film is made on or after 10 April 1987; or (ii) the film was made before 10 April 1987 and the making would have been a permitted use under paragraph ( c ) if this Act had been in operation at the time of the making; ( e ) including the work in a television broadcast or cable programme.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 266(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 13 — Artistic works / Incidental inclusion in film, television broadcast or cable programme","(1) If the condition in subsection (2) is met, it is a permitted use of an artistic work to — ( a ) include the work in a film, television broadcast or cable programme; or ( b ) publish a film that includes the work, but only if the film is made on or after 10 April 1987.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 267(1),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 13 — Artistic works / Copying artistic work in different dimensions,"(1) If the condition in subsection (2) is met, it is a permitted use of an artistic work to — ( a ) if the work is 2‑dimensional — make a 3‑dimensional object of any kind; and ( b ) if the work is 3‑dimensional — make a 2‑dimensional object of any kind.","S1 and S2 create an operative permitted-use exception for copying artistic works across different dimensions (2D↔3D), conditioned on non-expert perceptions in subsection (2). This directly fits the copyright exceptions requirement of P4-I5 and is not merely procedural or descriptive.",https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=uncertain; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 268(1),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 13 — Artistic works / Copying part of artistic work in later artistic work,(1) It is a permitted use of an artistic work to make a later artistic work if — ( a ) both works are made by the same author; and ( b ) the later work does not repeat or imitate the main design of the earlier work.,The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=defence_or_immunity
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 269(1),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 13 — Artistic works / Reconstruction of buildings,"(1) It is a permitted use of an artistic work, being a building, to reconstruct the building.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=not_applicable
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 269(2),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 13 — Artistic works / Reconstruction of buildings,(2) It is a permitted use of architectural drawings or plans to reconstruct a building according to those drawings or plans if — ( a ) another building has earlier been constructed according to those drawings or plans; and ( b ) the earlier construction is done by or with the consent of the copyright owner (either at the time of the earlier construction or after that).,The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=sectoral; evidence_character=core_operative; remedy_direction=not_applicable
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 272(2),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 14 — Artistic works with corresponding designs and industrially applied artistic works / Artistic work with corresponding design registered under Registered Designs Act 2000,"(2) Subject to section 273, it is a permitted use of the artistic work to — ( a ) while the registration is still in force — do any act that is within the exclusive rights in the corresponding design; or ( b ) after the registration is no longer in force — do any act that would have been within — (i) the exclusive rights in the corresponding design; or (ii) the exclusive rights in any possible similar design, if the corresponding design and all possible similar designs had been registered in respect of all the articles and products to which they were capable of being applied.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy; protected_private_or_commercial_information=False; unauthorised_acquisition_use_or_disclosure=False; government_or_official_only=False
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 274(2),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 14 — Artistic works with corresponding designs and industrially applied artistic works / Artistic work with industrially‑applied corresponding design that could have been registered under Registered Designs Act 2000,"(2) Subject to subsection (3), it is a permitted use of the artistic work to — ( a ) during the period of 15 years starting from the date of the first commercial dealing in those articles, products or devices — do any act that would have been within the exclusive rights in the corresponding design if the design had been registered in respect of all of those articles and products; and ( b ) after the end of that period — do any act that would have been within — (i) the exclusive rights in the corresponding design; or (ii) the exclusive rights in any possible similar design, if the corresponding design and all possible similar designs had been registered in respect of all of those articles and products to which they are capable of being applied.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 275(1),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 14 — Artistic works with corresponding designs and industrially applied artistic works / Artistic works that have been industrially applied,"(1) If the condition in subsection (2) is met, it is a permitted use of an artistic work to make — ( a ) a useful article in 3 dimensions; ( b ) a 2‑dimensional copy that is reasonably required to make a useful article in 3 dimensions; or ( c ) a product.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=not_applicable
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 278(3),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 15 — Material in public registers, publicly disclosed material and data sharing within public sector / Copying or communicating material in public registers","(3) Where — ( a ) an act is a permitted use of any material under this section; and ( b ) copies of the material are supplied to the public as part of, or incidentally to, that act, the supply of those copies — ( c ) is not to be treated, for the purposes of this Act, as publishing the material (or any work or recording included in the material); and ( d ) must be ignored in determining the duration of any copyright in the material (or the included work).",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 279(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 15 — Material in public registers, publicly disclosed material and data sharing within public sector / Copying literary or artistic works in public registers","(1) If the conditions in subsection (2) are met, it is a permitted use to make a copy of a literary or an artistic work.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 281(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 15 — Material in public registers, publicly disclosed material and data sharing within public sector / Copying or communicating publicly disclosed material","(1) If the conditions in subsection (2) are met, it is a permitted use to — ( a ) make a copy of any of the following material: (i) a work; (ii) a recording of a protected performance; or ( b ) communicate the material to the public.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 281(3),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 15 — Material in public registers, publicly disclosed material and data sharing within public sector / Copying or communicating publicly disclosed material","(3) Where — ( a ) an act is a permitted use of any material under this section; and ( b ) copies of the material are supplied to the public as part of, or incidentally to, that act, the supply of those copies — ( c ) is not to be treated, for the purposes of this Act, as publishing the material (or any work or recording included in the material); and ( d ) must be ignored in determining the duration of any copyright (or the included work).",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 282(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 15 — Material in public registers, publicly disclosed material and data sharing within public sector / Copying literary or artistic works that are publicly disclosed material","(1) If the conditions in subsection (2) are met, it is a permitted use to make a copy of a literary or an artistic work.","The provision expressly creates a copyright exception/permitted use: when the stated conditions are met, it is a permitted use to make a copy of a literary or artistic work that is publicly disclosed material, with limits (factual information only) and restriction (not supplied to the public).",https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy; protected_private_or_commercial_information=False; unauthorised_acquisition_use_or_disclosure=False; government_or_official_only=False
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 283(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 15 — Material in public registers, publicly disclosed material and data sharing within public sector / Data sharing within public sector","(1) If the conditions in subsection (2) are met, it is a permitted use to — ( a ) make a copy of any of the following material: (i) a work; (ii) a recording of a protected performance; or ( b ) communicate the material.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy; government_or_official_only=True
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 290(1),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 17 — Judicial proceedings and legal advice / Acts done for judicial proceedings,(1) It is a permitted use of a work or protected performance to do anything for the purposes of — ( a ) a judicial proceeding; or ( b ) reporting a judicial proceeding.,The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=horizontal; evidence_character=core_operative; remedy_direction=limits_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 291,KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 17 — Judicial proceedings and legal advice / Acts done for seeking legal advice,"291. It is a permitted use of a work or protected performance to do anything — ( a ) for the purpose of seeking professional advice from an advocate and solicitor; or ( b ) for the purpose of, or in the course of, the giving of professional advice by an advocate and solicitor.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=defence_or_immunity
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 292(1),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 18 — Miscellaneous / Temporary copies made in course of communication,"(1) If the conditions in subsection (2) are met, it is a permitted use to make a temporary copy of — ( a ) a work; or ( b ) a recording of a protected performance.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 293(1),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 18 — Miscellaneous / Temporary copies made in user caching,"(1) If the conditions in subsection (2) are met, it is a permitted use to make a temporary and incidental electronic copy of — ( a ) a work; or ( b ) a recording of a protected performance.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 294(2),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 18 — Miscellaneous / Transfer of electronic copy of material,"(2) If the purchaser transfers the first copy, any act done by the transferee in relation to the copy is a permitted use of a work or protected performance if — ( a ) the purchaser is allowed to do the act; and ( b ) there is no express term that — (i) prohibits the purchaser from transferring the copy; (ii) imposes an obligation on the purchaser or transferee that continues after the transfer; (iii) prohibits the assignment of any licence in relation to the material; (iv) terminates any licence in relation to the material if the copy is transferred; or (v) regulates the terms on which the transferee may do the acts that the purchaser is allowed to do.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 296(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 18 — Miscellaneous / Religious performances of literary, dramatic or musical works","(1) If the conditions in subsection (2) are met, it is a permitted use to perform a literary, dramatic or musical work.","The provision creates an operative copyright exception by expressly permitting performance of specified types of works, provided the work is religious in nature and the performance occurs during services at a place of worship or other religious assembly.",https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 298,KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 18 — Miscellaneous / Copying published editions of authorial works in course of permitted use of authorial works,"298. It is a permitted use of a published edition of an authorial work (or authorial works) to make a copy of the edition in the course of any other permitted use of that work (or any, some or all of those works).",Section 298 expressly creates a permitted-use exception: it permits copying a published edition when done in the course of another permitted use of the underlying authorial work(s). This is operative text creating a copyright exception within the general copyright framework for permitted uses.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=sectoral; evidence_character=core_operative; remedy_direction=not_applicable
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 299(1),KNOWN,PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 18 — Miscellaneous / Private and domestic use,"(1) If the condition in subsection (2) is met, it is a permitted use for a person to — ( a ) make a copy of any of the following material: (i) a broadcast; (ii) a cable programme; (iii) a recording of a protected performance; or ( b ) record a protected performance live.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=horizontal; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 300(1),KNOWN,"PART 5 - PERMITTED USES OF COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 18 — Miscellaneous / Recording performance, etc., in mistaken belief of authorisation","(1) If the condition in subsection (2) is met, it is a permitted use for a person ( X ) to do any of the following acts: ( a ) make a copy of a recording of a protected performance; ( b ) record a protected performance live.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 376,KNOWN,PART 7 - ADDITIONAL RIGHTS RELATING TO COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 1 — Author’s moral rights / Right to be identified — exception for certain permitted uses,"376. Section 371 does not apply — ( a ) where a person does an act that is a permitted use of an authorial work under any of the following provisions: (i) section 202 (examination purposes); (ii) section 265 (artistic works in public places); (iii) section 266 (incidental inclusion in film, television broadcast or cable programme); (iv) section 290 (judicial proceedings); (v) Division 14 of Part 5 (artistic works with corresponding designs and industrially applied artistic works); ( b ) where a person does an act in relation to an authorial work that is a fair use for the purpose of reporting news under Division 2 of Part 5; or ( c ) in any prescribed circumstances.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=limits_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 428,KNOWN,"PART 7 - ADDITIONAL RIGHTS RELATING TO COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 4 — Protection of technological measures / Exception — access by non‑profit library, etc., for purpose of acquisition",428. A person may circumvent an access control measure by doing an act in relation to a protected copy if — ( a ) the act is done to enable any of the following organisations to access the underlying work or recording of a performance: (i) a non‑profit library or archive; (ii) an educational institution; (iii) an institution aiding persons with print disabilities; (iv) an institution aiding persons with intellectual disabilities; ( b ) the sole purpose of accessing the work or recording is to decide whether to acquire a copy of it; ( c ) the work or recording is otherwise not available to the organisation; ( d ) the act does not lead to a rights infringement in relation to the protected copy; and ( e ) the act does not violate any written law other than this Act.,The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy; government_or_official_only=False
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 430(1),KNOWN,PART 7 - ADDITIONAL RIGHTS RELATING TO COPYRIGHT WORKS AND PROTECTED PERFORMANCES / Division 4 — Protection of technological measures / Exception — achieving interoperability between computer programs,(1) A person may circumvent a technological measure by doing an act in relation to a protected copy that is a computer program if — ( a ) the protected copy is not an infringing copy; ( b ) the act is done — (i) in good faith; (ii) with respect to particular elements of the computer program that are not readily available to the person doing the act; and (iii) for the sole purpose of achieving interoperability of an independently created computer program with another computer program; and ( c ) the act does not infringe the copyright in the firstmentioned computer program.,The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I5,s. 527(1),KNOWN,"PART 12 - TRANSITIONAL / Division 3 — Works, acts, etc., before 10 April 1987 / Reproduction of authorial work published before 10 April 1987 upon payment of royalties","(1) It is a permitted use for a person ( X ) to make a copy of an authorial work for sale if — ( a ) the work was published before 10 April 1987; ( b ) the copy was made after the relevant date; ( c ) before 10 April 1987, X gave the written notice, as prescribed for the purposes of the proviso to section 3 of the 1911 Act, of X ’s intention to reproduce the work; and ( d ) X has paid to or for the benefit of the copyright owner royalties — (i) in respect of all the copies sold by X ; (ii) calculated at the rate of 10% of the price at which X published the reproduction; and (iii) in the manner prescribed for the purposes of the proviso to section 3 of the 1911 Act or for the purposes of this section.",The provision supplies copyright exceptions within the copyright legal framework.,https://sso.agc.gov.sg/act/ca2021,0.90,framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy
Singapore,Copyright Act 2021,Act 22 of 2021,2026,P4-I6,s. 325,NEW,Access disabling order,"325. —(1) The Court may, on application, order a NCP to take reasonable steps to disable access to an online location (called in this Subdivision an access disabling order) if — ( a ) the online location is a flagrantly infringing online location; ( b ) the online location has been or is being used to commit rights infringements in relation to copyright works or protected performances of which the applicant is the rights owner; and ( c ) the NCP’s services have been or are being used to access the online location. (2) In deciding whether to make an access disabling order, and the terms of the order, the Court must consider all relevant matters, including — ( a ) the harm that is or may foreseeably be caused to the rights owner; ( b ) the burden that the making of the order will place on the NCP; ( c ) the technical feasibility of complying with the order; ( d ) the effectiveness of the order; ( e ) any possible adverse effect on the business or operations of the NCP; and ( f ) whether some other comparably effective order would be less burdensome.",Manual cleanup confirmed this operative copyright provision authorizes an access disabling order for a flagrantly infringing online location.,https://sso.agc.gov.sg/act/ca2021#pr325-,1.00,framework_element=online_civil_or_administrative_remedies; framework_status=partial; rdtii_score=0.5; online_provisional_measures_not_confirmed; human_review_decision=accept
Singapore,WIPO Copyright Treaty,WIPO treaty status,,P4-I7,Treaty status,NEW,Effective date: 2005-04-17; last checked: 2026-07-20,The WIPO Copyright Treaty is in force for Singapore.,The local audited WIPO status registry records Singapore as party for WIPO Copyright Treaty.,https://www.wipo.int/treaties/en/ShowResults.jsp?treaty_id=16,0.90,status=party; effective_date=2005-04-17; last_checked=2026-07-20
Singapore,WIPO Performances and Phonograms Treaty,WIPO treaty status,,P4-I8,Treaty status,NEW,Effective date: 2005-04-17; last checked: 2026-07-20,The WIPO Performances and Phonograms Treaty is in force for Singapore.,The local audited WIPO status registry records Singapore as party for WIPO Performances and Phonograms Treaty.,https://www.wipo.int/treaties/en/ShowResults.jsp?treaty_id=20,0.90,status=party; effective_date=2005-04-17; last_checked=2026-07-20
Singapore,Business Trusts Act 2004,Act 30 of 2004,2025,P6-I2,s. 70(1),NEW,PART 9 - MANAGEMENT AND ADMINISTRATION / Division 2 — Registers / Place at which register is kept,"(1) The trustee‑manager of a registered business trust must keep the register mentioned in section 69 at its registered office, but — ( a ) if the work of making up the register is done at another office of the trustee‑manager in Singapore, the register may be kept at that other office; or ( b ) if the trustee‑manager arranges with some other person to make up the register on its behalf, the register may be kept at the office of that other person at which the work is done if that office is in Singapore.","The provision requires trustee-manager of a registered business trust to keep the register mentioned in section 69 in Singapore (registered office or another office in Singapore), establishing a domestic storage requirement.",https://sso.agc.gov.sg/act/bta2004,0.90,information_object=the register mentioned in section 69; storage_action=keep the register; location_text=Singapore (registered office or another office in Singapore); location_relation=storage_object
