"Economy","Law Name","Law Number / Ref","Last Amended","Indicator ID","Article / Section","Discovery Tag","Location Reference","Verbatim Snippet","Mapping Rationale","Source URL","Confidence","Notes"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 2 - Access by or for persons with a disability, 113E Fair dealing for purpose of access by persons with a disability, s. 113E(2)","KNOWN","Part IVA - Uses that do not infringe copyright / Division 2 - Access by or for persons with a disability / 113E Fair dealing for purpose of access by persons with a disability","(2) The matters to which regard must be had, in determining whether the dealing is a fair dealing for the purposes of this section, include the following matters: (a) the purpose and character of the dealing; (b) the nature of the copyright material; (c) the effect of the dealing upon the potential market for, or value of, the material; (d) if only part of the material is dealt with-the amount and substantiality of the part dealt with, taken in relation to the whole material.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=defence_or_immunity"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 2 - Access by or for persons with a disability, 113F Use of copyright material by organisations assisting persons with a disability","KNOWN","Part IVA - Uses that do not infringe copyright / Division 2 - Access by or for persons with a disability / 113F Use of copyright material by organisations assisting persons with a disability","113F Use of copyright material by organisations assisting persons with a disability An organisation assisting persons with a disability, or a person acting on behalf of such an organisation, does not infringe copyright in copyright material by using the material if: (a) the use is for the sole purpose of assisting one or more persons with a disability to access the material in a format that the person or persons require because of the disability (whether the access is provided by or on behalf of the organisation or by another body or person); and (b) the organisation, or the person acting on behalf of the organisation, is satisfied that the material (or a relevant part of the material) cannot be obtained in that format within a reasonable time at an ordinary commercial price.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 3 - Libraries and archives, Subdivision A - Public libraries, parliamentary libraries and archives, 113H Preservation, s. 113H(1)","KNOWN","Part IVA - Uses that do not infringe copyright / Division 3 - Libraries and archives / Subdivision A - Public libraries, parliamentary libraries and archives / 113H Preservation","(1) An authorized officer of a library or archives does not infringe copyright in copyright material by using the material if: (a) the use is for the purpose of preserving the collection comprising that or another library or archives; and (b) either or both of the following subparagraphs apply: (i) the authorized officer’s library or archives holds the material in original form; (ii) the authorized officer is satisfied that a copy of the material cannot be obtained in a version or format that is required for that purpose, consistent with best practice for preserving such collections.","The provision creates an operative non-infringement rule (copyright exception) for library/archives preservation uses and for making an electronic preservation copy available for access under stated conditions and safeguards.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 3 - Libraries and archives, Subdivision A - Public libraries, parliamentary libraries and archives, 113H Preservation, s. 113H(2)","KNOWN","Part IVA - Uses that do not infringe copyright / Division 3 - Libraries and archives / Subdivision A - Public libraries, parliamentary libraries and archives / 113H Preservation","(2) An authorized officer of a library or archives does not infringe copyright in copyright material (the preservation copy ) by making the preservation copy available to be accessed at the library or archives if: (a) subsection (1) applied to the making of the preservation copy because it was done for the purpose of preserving the collection comprising the library or archives; and (b) the preservation copy is in electronic form; and (c) the body administering the library or archives takes reasonable steps to ensure that a person who accesses the preservation copy at the library or archives does not infringe copyright in the preservation copy. Note: Other uses of the preservation copy might not infringe copyright because of other provisions of this Act, such as section 49 (Reproducing and communicating works by libraries and archives for users).","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=defence_or_immunity; protected_private_or_commercial_information=False; unauthorised_acquisition_use_or_disclosure=False; government_or_official_only=False"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 3 - Libraries and archives, Subdivision A - Public libraries, parliamentary libraries and archives, 113J Research, s. 113J(1)","KNOWN","Part IVA - Uses that do not infringe copyright / Division 3 - Libraries and archives / Subdivision A - Public libraries, parliamentary libraries and archives / 113J Research","(1) An authorized officer of a library or archives does not infringe copyright in copyright material by using the material if: (a) the material forms part of the collection comprising the library or archives; and (b) the library or archives holds the material in original form; and (c) the use is for the purpose of research carried out at that or another library or archives.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=defence_or_immunity; protected_private_or_commercial_information=False; government_or_official_only=False"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 3 - Libraries and archives, Subdivision A - Public libraries, parliamentary libraries and archives, 113J Research, s. 113J(2)","KNOWN","Part IVA - Uses that do not infringe copyright / Division 3 - Libraries and archives / Subdivision A - Public libraries, parliamentary libraries and archives / 113J Research","(2) An authorized officer of a library or archives does not infringe copyright in copyright material (the research copy ) by making the research copy available to be accessed at the library or archives if: (a) subsection (1) applied to the making of the research copy because it was done for the purpose of research carried out at the library or archives; and (b) the research copy is in electronic form; and (c) the body administering the library or archives takes reasonable steps to ensure that a person who accesses the research copy at the library or archives does not infringe copyright in the research copy. Note: Other uses of the research copy might not infringe copyright because of other provisions of this Act, such as section 49 (Reproducing and communicating works by libraries and archives for users).","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy; protected_private_or_commercial_information=False; unauthorised_acquisition_use_or_disclosure=False; government_or_official_only=False"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 3 - Libraries and archives, Subdivision A - Public libraries, parliamentary libraries and archives, 113K Administration of the collection","KNOWN","Part IVA - Uses that do not infringe copyright / Division 3 - Libraries and archives / Subdivision A - Public libraries, parliamentary libraries and archives / 113K Administration of the collection","113K Administration of the collection An authorized officer of a library or archives does not infringe copyright in copyright material by using the material if the use is for purposes directly related to the care or control of the collection comprising the library or archives.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=substantive_duty; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 3 - Libraries and archives, Subdivision B - Key cultural institutions, 113M Preservation, s. 113M(1)","KNOWN","Part IVA - Uses that do not infringe copyright / Division 3 - Libraries and archives / Subdivision B - Key cultural institutions / 113M Preservation","(1) An authorized officer of a key cultural institution does not infringe copyright in copyright material by using the material if: (a) the material forms part of the collection comprising the key cultural institution; and (b) the authorized officer is satisfied that the material is of historical or cultural significance to Australia; and (c) the use is for the purpose of preserving the material; and (d) either or both of the following subparagraphs apply: (i) the key cultural institution holds the material in original form; (ii) the authorized officer is satisfied that a copy of the material cannot be obtained in a version or format that is required for that purpose, consistent with best practice for preserving such copyright material. Note: If the use of the copyright material does not meet the requirements of this subsection, the authorized officer might be able to rely on subsection 113H(1) instead.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=defence_or_immunity"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 3 - Libraries and archives, Subdivision B - Key cultural institutions, 113M Preservation, s. 113M(2)","KNOWN","Part IVA - Uses that do not infringe copyright / Division 3 - Libraries and archives / Subdivision B - Key cultural institutions / 113M Preservation","(2) An authorized officer of a key cultural institution does not infringe copyright in copyright material (the preservation copy ) by making the preservation copy available to be accessed at the key cultural institution if: (a) subsection (1) applied to the making of the preservation copy because it was done for the purpose of preserving copyright material that formed part of the collection comprising the key cultural institution; and (b) the preservation copy is in electronic form; and (c) the body administering the key cultural institution takes reasonable steps to ensure that a person who accesses the preservation copy at the key cultural institution does not infringe copyright in the preservation copy. Note: Other uses of the preservation copy might not infringe copyright because of other provisions of this Act, such as section 49 (Reproducing and communicating works by libraries and archives for users).","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part IVA - Uses that do not infringe copyright, Division 4 - Educational institutions-statutory licence, 113P Copying and communicating works and broadcasts, s. 113P(1)","KNOWN","Part IVA - Uses that do not infringe copyright / Division 4 - Educational institutions-statutory licence / 113P Copying and communicating works and broadcasts","(1) The body administering an educational institution does not infringe copyright in a work by copying or communicating the whole or a part of the work if: (a) a remuneration notice that applies to the educational institution and the work is in force under section 113Q; and (b) the work is not: (i) a computer program; or (ii) a compilation of computer programs; or (iii) a work included in a broadcast; or (iv) a work comprising scheme information within the meaning of Part IVE of the Competition and Consumer Act 2010 (which provides for a motor vehicle service and repair information sharing scheme); and (c) the copying or communicating occurs solely for the educational purposes of: (i) the educational institution; or (ii) another educational institution, if a remuneration notice that applies to the other educational institution and the work is in force under section 113Q; and (d) the amount of the work copied or communicated does not unreasonably prejudice the legitimate interests of the owner of the copyright; and (e) the copying or communicating complies with: (i) any relevant agreement between the relevant works collecting society and the body administering the educational institution; and (ii) any relevant determination made by the Copyright Tribunal under subsection (4) of this section. Broadcasts","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=defence_or_immunity"
"Australia","Copyright Act 1968","","","P4-I5","Part IX - Moral rights of performers and of authors of literary, dramatic, musical or artistic works and cinematograph films, Division 6 - Infringement of moral rights, Subdivision A - Infringement of moral rights of authors, 195AWA Author’s consent to act or omission-work that is not a film or included in a film, s. 195AWA(2)","KNOWN","Part IX - Moral rights of performers and of authors of literary, dramatic, musical or artistic works and cinematograph films / Division 6 - Infringement of moral rights / Subdivision A - Infringement of moral rights of authors / 195AWA Author’s consent to act or omission-work that is not a film or included in a film","(2) It is not an infringement of a moral right of an author in respect of a work to do, or omit to do, something if the act or omission is within the scope of a written consent genuinely given by the author or a person representing the author.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part IX - Moral rights of performers and of authors of literary, dramatic, musical or artistic works and cinematograph films, Division 6 - Infringement of moral rights, Subdivision B - Infringement of moral rights of performers, 195AXL Acts or omissions outside Australia","KNOWN","Part IX - Moral rights of performers and of authors of literary, dramatic, musical or artistic works and cinematograph films / Division 6 - Infringement of moral rights / Subdivision B - Infringement of moral rights of performers / 195AXL Acts or omissions outside Australia","195AXL Acts or omissions outside Australia It is not an infringement of a performer’s moral right in respect of a live performance or recorded performance to do, or omit to do, something outside Australia.","Operative exception provision: it expressly states that acts or omissions outside Australia are ""not an infringement"" of a performer's moral right for live or recorded performances. This is an explicit permitted/non-infringement rule within the copyright act's moral-right scheme.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=uncertain; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part V - Remedies and offences, Division 2A - Actions in relation to technological protection measures and electronic rights management information, Subdivision A - Technological protection measures, 116AO Manufacturing etc. a circumvention device for a technological protection measure, s. 116AO(4)","KNOWN","Part V - Remedies and offences / Division 2A - Actions in relation to technological protection measures and electronic rights management information / Subdivision A - Technological protection measures / 116AO Manufacturing etc. a circumvention device for a technological protection measure","(4) Subsection (1) does not apply to the person if: (a) the technological protection measure is an access control technological protection measure; and (b) the circumvention device will be used to circumvent the access control technological protection measure to enable a person (the researcher ) to do an act; and (c) the act: (i) relates to a copy of a work or other subject - matter that is not an infringing copy and that was lawfully obtained; and (ii) will not infringe the copyright in the work or other subject - matter; and (iii) will be done for the sole purpose of identifying and analysing flaws and vulnerabilities of encryption technology; and (d) the researcher is: (i) engaged in a course of study at an educational institution in the field of encryption technology; or (ii) employed, trained or experienced in the field of encryption technology; and (e) the researcher: (i) has obtained permission from the owner or exclusive licensee of the copyright to do the act; or (ii) has made, or will make, a good faith effort to obtain such permission. In this subsection, encryption technology means the scrambling and descrambling of information using mathematical formulas or algorithms. Exception-computer security testing","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part V - Remedies and offences, Division 2A - Actions in relation to technological protection measures and electronic rights management information, Subdivision A - Technological protection measures, 116AP Providing etc. a circumvention service for a technological protection measure, s. 116AP(4)","KNOWN","Part V - Remedies and offences / Division 2A - Actions in relation to technological protection measures and electronic rights management information / Subdivision A - Technological protection measures / 116AP Providing etc. a circumvention service for a technological protection measure","(4) Subsection (1) does not apply to the person if: (a) the technological protection measure is an access control technological protection measure; and (b) the circumvention service will be used to circumvent the access control technological protection measure to enable a person (the researcher ) to do an act; and (c) the act: (i) relates to a copy of a work or other subject - matter that is not an infringing copy and that was lawfully obtained; and (ii) will not infringe the copyright in the work or other subject - matter; and (iii) will be done for the sole purpose of identifying and analysing flaws and vulnerabilities of encryption technology; and (d) the researcher is: (i) engaged in a course of study at an educational institution in the field of encryption technology; or (ii) employed, trained or experienced in the field of encryption technology; and (e) the researcher: (i) has obtained permission from the owner or exclusive licensee of the copyright to do the act; or (ii) has made, or will make, a good faith effort to obtain such permission. In this subsection, encryption technology means the scrambling and descrambling of information using mathematical formulas or algorithms. Exception-computer security testing","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part V - Remedies and offences, Division 2A - Actions in relation to technological protection measures and electronic rights management information, Subdivision B - Electronic rights management information, 116B Removal or alteration of electronic rights management information, s. 116B(1)","KNOWN","Part V - Remedies and offences / Division 2A - Actions in relation to technological protection measures and electronic rights management information / Subdivision B - Electronic rights management information / 116B Removal or alteration of electronic rights management information","(1) This section applies if: (a) either: (i) a person removes, from a copy of a work or other subject - matter in which copyright subsists, any electronic rights management information that relates to the work or other subject - matter; or (ii) a person alters any electronic rights management information that relates to a work or other subject - matter in which copyright subsists; and (b) the person does so without the permission of the owner or exclusive licensee of the copyright; and (c) the person knew, or ought reasonably to have known, that the removal or alteration would induce, enable, facilitate or conceal an infringement of the copyright in the work or other subject - matter.","The provision supplies copyright framework within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_framework; legal_function=substantive_duty; coverage=horizontal; evidence_character=core_operative; remedy_direction=grants_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part V - Remedies and offences, Division 2A - Actions in relation to technological protection measures and electronic rights management information, Subdivision B - Electronic rights management information, 116C Distribution to the public etc. of works whose electronic rights management information has been removed or altered, s. 116C(1)","KNOWN","Part V - Remedies and offences / Division 2A - Actions in relation to technological protection measures and electronic rights management information / Subdivision B - Electronic rights management information / 116C Distribution to the public etc. of works whose electronic rights management information has been removed or altered","(1) This section applies if: (a) a person does any of the following acts in relation to a work or other subject - matter in which copyright subsists without the permission of the owner or exclusive licensee of the copyright: (i) distributes a copy of the work or other subject - matter to the public; (ii) imports into Australia a copy of the work or other subject - matter for distribution to the public; (iii) communicates a copy of the work or other subject - matter to the public; and (b) either: (i) any electronic rights management information that relates to the work or other subject - matter has been removed from the copy of the work or subject - matter; or (ii) any electronic rights management information that relates to the work or other subject - matter has been altered; and (c) the person knew that the electronic rights management information had been so removed or altered without the permission of the owner or exclusive licensee of the copyright; and (d) the person knew, or ought reasonably to have known, that the act referred to in paragraph (a) that was done by the person would induce, enable, facilitate or conceal an infringement of the copyright in the work or other subject - matter.","The provision supplies copyright framework within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_framework; legal_function=substantive_duty; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part V - Remedies and offences, Division 2A - Actions in relation to technological protection measures and electronic rights management information, Subdivision B - Electronic rights management information, 116CA Distribution and importation of electronic rights management information that has been removed or altered, s. 116CA(1)","KNOWN","Part V - Remedies and offences / Division 2A - Actions in relation to technological protection measures and electronic rights management information / Subdivision B - Electronic rights management information / 116CA Distribution and importation of electronic rights management information that has been removed or altered","(1) This section applies if: (a) a person does either of the following acts in relation to electronic rights management information that relates to a work or other subject - matter in which copyright subsists: (i) distributes the electronic rights management information; (ii) imports into Australia the electronic rights management information for distribution; and (b) the person does so without the permission of the owner or exclusive licensee of the copyright; and (c) either: (i) the information has been removed from a copy of the work or subject - matter without the permission of the owner or exclusive licensee of the copyright; or (ii) the information has been removed from a copy of the work or subject - matter with the permission of the owner or exclusive licensee of the copyright but the information has been altered without that permission; and (d) the person knew that the information had been removed or altered without that permission; and (e) the person knew, or ought reasonably to have known, that the act referred to in paragraph (a) that was done by the person would induce, enable, facilitate or conceal an infringement of the copyright.","The provision supplies copyright framework within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_framework; legal_function=substantive_duty; coverage=sectoral; evidence_character=core_operative; remedy_direction=grants_remedy; protected_private_or_commercial_information=False; unauthorised_acquisition_use_or_disclosure=False; government_or_official_only=False"
"Australia","Copyright Act 1968","","","P4-I5","Part VC - Retransmission of free - to - air broadcasts, Division 5 - Miscellaneous, 135ZZZD Copyright not to vest under this Part","KNOWN","Part VC - Retransmission of free - to - air broadcasts / Division 5 - Miscellaneous / 135ZZZD Copyright not to vest under this Part","135ZZZD Copyright not to vest under this Part Despite any other provision of this Act, the retransmission of a free - to - air broadcast by, or on behalf of, a retransmitter that is not an infringement of copyright under this Part, does not vest copyright in any work or other subject - matter in any person.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part VD - Re - broadcasts by satellite BSA licensees, Division 5 - Miscellaneous, 135ZZZZ Copyright not to vest under this Part","KNOWN","Part VD - Re - broadcasts by satellite BSA licensees / Division 5 - Miscellaneous / 135ZZZZ Copyright not to vest under this Part","135ZZZZ Copyright not to vest under this Part Despite any other provision of this Act, the re - broadcast of an eligible program that is not an infringement of copyright under this Part does not vest copyright in any work or other subject - matter in any person.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part VII - The Crown, Division 2 - Use of copyright material for the Crown, 183 Use of copyright material for the services of the Crown, s. 183(11)","KNOWN","Part VII - The Crown / Division 2 - Use of copyright material for the Crown / 183 Use of copyright material for the services of the Crown","(11) The reproduction, copying or communication of the whole or a part of a work or other subject - matter for the educational purposes of an educational institution of, or under the control of, the Commonwealth, a State, the Australian Capital Territory or the Northern Territory shall, for the purposes of this section, be deemed not to be an act done for the services of the Commonwealth, that State, the Australian Capital Territory or the Northern Territory.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=uncertain; evidence_character=core_operative; remedy_direction=limits_remedy; government_or_official_only=True"
"Australia","Copyright Act 1968","","","P4-I5","Part X - Miscellaneous, Division 4 - Other matters, 200 Use of works and broadcasts for educational purposes, s. 200(1)","KNOWN","Part X - Miscellaneous / Division 4 - Other matters / 200 Use of works and broadcasts for educational purposes","(1) A teacher or student does not infringe copyright in a work by copying the whole or a part of the work if: (a) the copying occurs in the course of educational instruction; and (b) the copying is not done using: (i) a device adapted for the production of multiple copies; or (ii) a device capable of producing a copy or copies by a process of reprographic reproduction.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part X - Miscellaneous, Division 4 - Other matters, 200 Use of works and broadcasts for educational purposes, s. 200(2)","KNOWN","Part X - Miscellaneous / Division 4 - Other matters / 200 Use of works and broadcasts for educational purposes","(2) The making of a record of a sound broadcast, being a broadcast that was intended to be used for educational purposes, does not constitute an infringement of copyright in a work or sound recording included in the broadcast if: (a) the record is made by, or on behalf of, the person or authority in charge of a place of education that is not conducted for profit; and (b) the record is not used except in the course of instruction at that place.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy; government_or_official_only=False"
"Australia","Copyright Act 1968","","","P4-I5","Part X - Miscellaneous, Division 4 - Other matters, 200AB Use of works and other subject - matter for certain purposes, s. 200AB(2)","KNOWN","Part X - Miscellaneous / Division 4 - Other matters / 200AB Use of works and other subject - matter for certain purposes","(2) This subsection covers a use that: (a) is made by or on behalf of the body administering a library or archives; and (b) is made for the purpose of maintaining or operating the library or archives (including operating the library or archives to provide services of a kind usually provided by a library or archives); and (c) is not made partly for the purpose of the body obtaining a commercial advantage or profit. Use by body administering educational institution","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Copyright Act 1968","","","P4-I5","Part X - Miscellaneous, Division 4 - Other matters, 200AB Use of works and other subject - matter for certain purposes, s. 200AB(3)","KNOWN","Part X - Miscellaneous / Division 4 - Other matters / 200AB Use of works and other subject - matter for certain purposes","(3) This subsection covers a use that: (a) is made by or on behalf of a body administering an educational institution; and (b) is made for the purpose of giving educational instruction; and (c) is not made partly for the purpose of the body obtaining a commercial advantage or profit. This section does not apply if under another provision the use does not, or might not, infringe copyright","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=horizontal; evidence_character=core_operative; remedy_direction=limits_remedy; protected_private_or_commercial_information=False; unauthorised_acquisition_use_or_disclosure=False; government_or_official_only=False"
"Australia","Copyright Act 1968","","","P4-I5","Part X - Miscellaneous, Division 4 - Other matters, 200AB Use of works and other subject - matter for certain purposes, s. 200AB(6)","KNOWN","Part X - Miscellaneous / Division 4 - Other matters / 200AB Use of works and other subject - matter for certain purposes","(6) Subsection (1) does not apply if, because of another provision of this Act: (a) the use is not an infringement of copyright; or (b) the use would not be an infringement of copyright assuming the conditions or requirements of that other provision were met. Example: Paragraph (a)-Without using a device adapted for producing multiple copies or a device that can produce copies by reprographic reproduction, a school teacher copies a literary work in the course of educational instruction. Under subsection 200(1), the copying is not an infringement of copyright in the work, so this section does not apply. (6AA) In working out, for the purposes of subsection 113Q(2) (about the meaning of licensed copying or communication ), whether copying or communicating does not infringe copyright only because of section 113P, disregard this section. Cost recovery not commercial advantage or profit","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C1968A00063/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=defence_or_immunity"
"Australia","Olympic Insignia Protection Act 1987","","","P4-I5","Chapter 2 - Copyright and design protection, Part 2.2 - Copyright protection, 5 Ownership etc. of copyright in the olympic symbol, s. 5(2)","NEW","Chapter 2 - Copyright and design protection / Part 2.2 - Copyright protection / 5 Ownership etc. of copyright in the olympic symbol","(2) Notwithstanding anything in the Copyright Act 1968 : (a) copyright in the olympic symbol subsists indefinitely; and (b) a fair dealing with the olympic symbol does not constitute an infringement of the copyright in the olympic symbol if it is for the purpose of, or is associated with, the giving of information (including the reporting of news): (i) in a newspaper, magazine or similar periodical; or (ii) by means of broadcasting or in a cinematograph film.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C2004A03436/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy; protected_private_or_commercial_information=False"
"Australia","Olympic Insignia Protection Act 1987","","","P4-I5","Chapter 2 - Copyright and design protection, Part 2.4 - Miscellaneous, 17 Application of the Copyright Act 1968, s. 17(2)","NEW","Chapter 2 - Copyright and design protection / Part 2.4 - Miscellaneous / 17 Application of the Copyright Act 1968","(2) It is not an infringement of the copyright in the olympic symbol to apply the design of the olympic symbol to an article.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C2004A03436/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Olympic Insignia Protection Act 1987","","","P4-I5","Chapter 2 - Copyright and design protection, Part 2.4 - Miscellaneous, 17 Application of the Copyright Act 1968, s. 17(3)","NEW","Chapter 2 - Copyright and design protection / Part 2.4 - Miscellaneous / 17 Application of the Copyright Act 1968","(3) During the protection period in relation to a registered design, being the design in relation to an artistic work, it is not an infringement of the copyright in the artistic work to apply the design to an article.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C2004A03436/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=defence_or_immunity; protected_private_or_commercial_information=False; unauthorised_acquisition_use_or_disclosure=False; government_or_official_only=False"
"Australia","Olympic Insignia Protection Act 1987","","","P4-I5","Chapter 2 - Copyright and design protection, Part 2.4 - Miscellaneous, 17 Application of the Copyright Act 1968, s. 17(4)","NEW","Chapter 2 - Copyright and design protection / Part 2.4 - Miscellaneous / 17 Application of the Copyright Act 1968","(4) Where: (a) an artistic work incorporates the olympic symbol; (b) the design in relation to the artistic work is registered under this Act; and (c) the protection period in relation to the design has ended; it is not an infringement of the copyright in the artistic work to apply a design to an article, being: (d) a design that is a corresponding design in relation to an artistic work that is a public domain version of the first - mentioned artistic work; or (e) a design that differs from the design referred to in paragraph (d) only in immaterial details or in features commonly used in a relevant trade.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C2004A03436/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
"Australia","Olympic Insignia Protection Act 1987","","","P4-I5","Chapter 2 - Copyright and design protection, Part 2.4 - Miscellaneous, 17 Application of the Copyright Act 1968, s. 17(5A)","NEW","Chapter 2 - Copyright and design protection / Part 2.4 - Miscellaneous / 17 Application of the Copyright Act 1968","(5A) Where the protection period in relation to a registered torch and flame design has ended, it is not an infringement of the copyright in the artistic work concerned to apply the design to an article.","The provision supplies copyright exceptions within the copyright legal framework.","https://www.legislation.gov.au/C2004A03436/latest","0.90","framework_element=copyright_exceptions; legal_function=exception; coverage=sectoral; evidence_character=core_operative; remedy_direction=limits_remedy"
